품목,시도,시군구,k2,적정온도,경고임계,위험임계,결실개시년,경제수명년,현재재배면적_ha,현재단수_kg_ha,현재단가_원kg,시나리오,중심연도,생육기기온,편차,판정,저온요구도
대추,전북,정읍시,정읍,19.6,1.8,2.1,3,25,14.9,925.0,11028.0,ssp585,2038,22.86,3.26,위험,758
대추,전북,정읍시,정읍,19.6,1.8,2.1,3,25,14.9,925.0,11028.0,ssp585,2048,23.61,4.01,위험,666
대추,전북,정읍시,정읍,19.6,1.8,2.1,3,25,14.9,925.0,11028.0,ssp585,2058,24.44,4.84,위험,593
대추,전북,정읍시,정읍,19.6,1.8,2.1,3,25,14.9,925.0,11028.0,ssp585,2068,25.32,5.72,위험,500
대추,전북,정읍시,정읍,19.6,1.8,2.1,3,25,14.9,925.0,11028.0,ssp585,2078,26.16,6.56,위험,420
대추,충남,부여군,부여,19.6,1.8,2.1,3,25,104.7,1132.0,17573.0,관측,2005,19.57,-0.03,적합,1306
대추,충남,부여군,부여,19.6,1.8,2.1,3,25,104.7,1132.0,17573.0,ssp245,2028,21.42,1.82,주의,1114
대추,충남,부여군,부여,19.6,1.8,2.1,3,25,104.7,1132.0,17573.0,ssp245,2038,21.91,2.31,위험,1061
대추,충남,부여군,부여,19.6,1.8,2.1,3,25,104.7,1132.0,17573.0,ssp245,2048,22.36,2.76,위험,1015
대추,충남,부여군,부여,19.6,1.8,2.1,3,25,104.7,1132.0,17573.0,ssp245,2058,22.79,3.19,위험,977
대추,충남,부여군,부여,19.6,1.8,2.1,3,25,104.7,1132.0,17573.0,ssp245,2068,23.11,3.51,위험,942
대추,충남,부여군,부여,19.6,1.8,2.1,3,25,104.7,1132.0,17573.0,ssp245,2078,23.5,3.9,위험,891
대추,충남,부여군,부여,19.6,1.8,2.1,3,25,104.7,1132.0,17573.0,ssp585,2028,21.6,2.0,주의,1114
대추,충남,부여군,부여,19.6,1.8,2.1,3,25,104.7,1132.0,17573.0,ssp585,2038,22.27,2.67,위험,1029
대추,충남,부여군,부여,19.6,1.8,2.1,3,25,104.7,1132.0,17573.0,ssp585,2048,23.0,3.4,위험,937
대추,충남,부여군,부여,19.6,1.8,2.1,3,25,104.7,1132.0,17573.0,ssp585,2058,23.8,4.2,위험,856
대추,충남,부여군,부여,19.6,1.8,2.1,3,25,104.7,1132.0,17573.0,ssp585,2068,24.66,5.06,위험,732
대추,충남,부여군,부여,19.6,1.8,2.1,3,25,104.7,1132.0,17573.0,ssp585,2078,25.5,5.9,위험,625
대추,전북,부안군,부안,19.6,1.8,2.1,3,25,3.3,7.0,19248.0,관측,2005,19.63,0.03,경고,1057
대추,전북,부안군,부안,19.6,1.8,2.1,3,25,3.3,7.0,19248.0,ssp245,2028,21.39,1.79,경고,873
대추,전북,부안군,부안,19.6,1.8,2.1,3,25,3.3,7.0,19248.0,ssp245,2038,21.86,2.26,위험,826
대추,전북,부안군,부안,19.6,1.8,2.1,3,25,3.3,7.0,19248.0,ssp245,2048,22.3,2.7,위험,780
대추,전북,부안군,부안,19.6,1.8,2.1,3,25,3.3,7.0,19248.0,ssp245,2058,22.71,3.11,위험,741
대추,전북,부안군,부안,19.6,1.8,2.1,3,25,3.3,7.0,19248.0,ssp245,2068,23.02,3.42,위험,709
대추,전북,부안군,부안,19.6,1.8,2.1,3,25,3.3,7.0,19248.0,ssp245,2078,23.39,3.79,위험,662
대추,전북,부안군,부안,19.6,1.8,2.1,3,25,3.3,7.0,19248.0,ssp585,2028,21.54,1.94,주의,874
대추,전북,부안군,부안,19.6,1.8,2.1,3,25,3.3,7.0,19248.0,ssp585,2038,22.2,2.6,위험,796
대추,전북,부안군,부안,19.6,1.8,2.1,3,25,3.3,7.0,19248.0,ssp585,2048,22.9,3.3,위험,708
대추,전북,부안군,부안,19.6,1.8,2.1,3,25,3.3,7.0,19248.0,ssp585,2058,23.68,4.08,위험,628
대추,전북,부안군,부안,19.6,1.8,2.1,3,25,3.3,7.0,19248.0,ssp585,2068,24.52,4.92,위험,538
대추,전북,부안군,부안,19.6,1.8,2.1,3,25,3.3,7.0,19248.0,ssp585,2078,25.33,5.73,위험,463
대추,강원,강릉시,강릉,19.6,1.8,2.1,3,25,2.3,10.0,20375.0,관측,2005,19.73,0.13,경고,834
대추,강원,강릉시,강릉,19.6,1.8,2.1,3,25,2.3,10.0,20375.0,ssp245,2028,21.87,2.27,위험,618
대추,강원,강릉시,강릉,19.6,1.8,2.1,3,25,2.3,10.0,20375.0,ssp245,2038,22.41,2.81,위험,581
대추,강원,강릉시,강릉,19.6,1.8,2.1,3,25,2.3,10.0,20375.0,ssp245,2048,22.91,3.31,위험,543
대추,강원,강릉시,강릉,19.6,1.8,2.1,3,25,2.3,10.0,20375.0,ssp245,2058,23.43,3.83,위험,510
대추,강원,강릉시,강릉,19.6,1.8,2.1,3,25,2.3,10.0,20375.0,ssp245,2068,23.76,4.16,위험,491
대추,강원,강릉시,강릉,19.6,1.8,2.1,3,25,2.3,10.0,20375.0,ssp245,2078,24.2,4.6,위험,453
대추,강원,강릉시,강릉,19.6,1.8,2.1,3,25,2.3,10.0,20375.0,ssp585,2028,21.97,2.37,위험,634
대추,강원,강릉시,강릉,19.6,1.8,2.1,3,25,2.3,10.0,20375.0,ssp585,2038,22.76,3.16,위험,567
대추,강원,강릉시,강릉,19.6,1.8,2.1,3,25,2.3,10.0,20375.0,ssp585,2048,23.62,4.02,위험,497
대추,강원,강릉시,강릉,19.6,1.8,2.1,3,25,2.3,10.0,20375.0,ssp585,2058,24.58,4.98,위험,426
대추,강원,강릉시,강릉,19.6,1.8,2.1,3,25,2.3,10.0,20375.0,ssp585,2068,25.6,6.0,위험,327
대추,강원,강릉시,강릉,19.6,1.8,2.1,3,25,2.3,10.0,20375.0,ssp585,2078,26.58,6.98,위험,250
대추,경북,경산시,경산,19.6,1.8,2.1,3,25,366.1,6498.0,8192.0,관측,2005,20.96,1.36,경고,1013
대추,경북,경산시,경산,19.6,1.8,2.1,3,25,366.1,6498.0,8192.0,ssp245,2028,23.12,3.52,위험,829
대추,경북,경산시,경산,19.6,1.8,2.1,3,25,366.1,6498.0,8192.0,ssp245,2038,23.7,4.1,위험,784
대추,경북,경산시,경산,19.6,1.8,2.1,3,25,366.1,6498.0,8192.0,ssp245,2048,24.22,4.62,위험,739
대추,경북,경산시,경산,19.6,1.8,2.1,3,25,366.1,6498.0,8192.0,ssp245,2058,24.74,5.14,위험,701
대추,경북,경산시,경산,19.6,1.8,2.1,3,25,366.1,6498.0,8192.0,ssp245,2068,25.12,5.52,위험,673
대추,경북,경산시,경산,19.6,1.8,2.1,3,25,366.1,6498.0,8192.0,ssp245,2078,25.55,5.95,위험,631
대추,경북,경산시,경산,19.6,1.8,2.1,3,25,366.1,6498.0,8192.0,ssp585,2028,23.33,3.73,위험,836
대추,경북,경산시,경산,19.6,1.8,2.1,3,25,366.1,6498.0,8192.0,ssp585,2038,24.14,4.54,위험,757
대추,경북,경산시,경산,19.6,1.8,2.1,3,25,366.1,6498.0,8192.0,ssp585,2048,25.03,5.43,위험,674
대추,경북,경산시,경산,19.6,1.8,2.1,3,25,366.1,6498.0,8192.0,ssp585,2058,25.99,6.39,위험,600
대추,경북,경산시,경산,19.6,1.8,2.1,3,25,366.1,6498.0,8192.0,ssp585,2068,26.98,7.38,위험,514
대추,경북,경산시,경산,19.6,1.8,2.1,3,25,366.1,6498.0,8192.0,ssp585,2078,27.92,8.32,위험,441
대추,전남,보성군,보성,19.6,1.8,2.1,3,25,1.4,294.0,9992.0,관측,2005,18.99,-0.61,적합,1192
대추,전남,보성군,보성,19.6,1.8,2.1,3,25,1.4,294.0,9992.0,ssp245,2028,21.23,1.63,경고,987
대추,전남,보성군,보성,19.6,1.8,2.1,3,25,1.4,294.0,9992.0,ssp245,2038,21.82,2.22,위험,932
대추,전남,보성군,보성,19.6,1.8,2.1,3,25,1.4,294.0,9992.0,ssp245,2048,22.38,2.78,위험,882
대추,전남,보성군,보성,19.6,1.8,2.1,3,25,1.4,294.0,9992.0,ssp245,2058,22.93,3.33,위험,838
대추,전남,보성군,보성,19.6,1.8,2.1,3,25,1.4,294.0,9992.0,ssp245,2068,23.36,3.76,위험,802
대추,전남,보성군,보성,19.6,1.8,2.1,3,25,1.4,294.0,9992.0,ssp245,2078,23.83,4.23,위험,744
대추,전남,보성군,보성,19.6,1.8,2.1,3,25,1.4,294.0,9992.0,ssp585,2028,21.4,1.8,경고,968
대추,전남,보성군,보성,19.6,1.8,2.1,3,25,1.4,294.0,9992.0,ssp585,2038,22.27,2.67,위험,880
대추,전남,보성군,보성,19.6,1.8,2.1,3,25,1.4,294.0,9992.0,ssp585,2048,23.19,3.59,위험,778
대추,전남,보성군,보성,19.6,1.8,2.1,3,25,1.4,294.0,9992.0,ssp585,2058,24.19,4.59,위험,681
대추,전남,보성군,보성,19.6,1.8,2.1,3,25,1.4,294.0,9992.0,ssp585,2068,25.22,5.62,위험,560
대추,전남,보성군,보성,19.6,1.8,2.1,3,25,1.4,294.0,9992.0,ssp585,2078,26.19,6.59,위험,475
대추,전북,고창군,고창,19.6,1.8,2.1,3,25,5.3,224.0,9998.0,관측,2005,19.93,0.33,경고,1017
대추,전북,고창군,고창,19.6,1.8,2.1,3,25,5.3,224.0,9998.0,ssp245,2028,21.62,2.02,주의,848
대추,전북,고창군,고창,19.6,1.8,2.1,3,25,5.3,224.0,9998.0,ssp245,2038,22.06,2.46,위험,804
대추,전북,고창군,고창,19.6,1.8,2.1,3,25,5.3,224.0,9998.0,ssp245,2048,22.47,2.87,위험,762
대추,전북,고창군,고창,19.6,1.8,2.1,3,25,5.3,224.0,9998.0,ssp245,2058,22.86,3.26,위험,725
대추,전북,고창군,고창,19.6,1.8,2.1,3,25,5.3,224.0,9998.0,ssp245,2068,23.16,3.56,위험,695
대추,전북,고창군,고창,19.6,1.8,2.1,3,25,5.3,224.0,9998.0,ssp245,2078,23.51,3.91,위험,659
대추,전북,고창군,고창,19.6,1.8,2.1,3,25,5.3,224.0,9998.0,ssp585,2028,21.76,2.16,위험,847
대추,전북,고창군,고창,19.6,1.8,2.1,3,25,5.3,224.0,9998.0,ssp585,2038,22.38,2.78,위험,774
대추,전북,고창군,고창,19.6,1.8,2.1,3,25,5.3,224.0,9998.0,ssp585,2048,23.03,3.43,위험,691
대추,전북,고창군,고창,19.6,1.8,2.1,3,25,5.3,224.0,9998.0,ssp585,2058,23.77,4.17,위험,630
대추,전북,고창군,고창,19.6,1.8,2.1,3,25,5.3,224.0,9998.0,ssp585,2068,24.57,4.97,위험,547
대추,전북,고창군,고창,19.6,1.8,2.1,3,25,5.3,224.0,9998.0,ssp585,2078,25.34,5.74,위험,476
대추,전남,무안군,무안,19.6,1.8,2.1,3,25,0.3,143.0,17419.0,관측,2005,19.9,0.3,경고,918
대추,전남,무안군,무안,19.6,1.8,2.1,3,25,0.3,143.0,17419.0,ssp245,2028,21.7,2.1,주의,755
대추,전남,무안군,무안,19.6,1.8,2.1,3,25,0.3,143.0,17419.0,ssp245,2038,22.16,2.56,위험,713
대추,전남,무안군,무안,19.6,1.8,2.1,3,25,0.3,143.0,17419.0,ssp245,2048,22.6,3.0,위험,671
대추,전남,무안군,무안,19.6,1.8,2.1,3,25,0.3,143.0,17419.0,ssp245,2058,23.01,3.41,위험,634
대추,전남,무안군,무안,19.6,1.8,2.1,3,25,0.3,143.0,17419.0,ssp245,2068,23.35,3.75,위험,611
대추,전남,무안군,무안,19.6,1.8,2.1,3,25,0.3,143.0,17419.0,ssp245,2078,23.72,4.12,위험,581
대추,전남,무안군,무안,19.6,1.8,2.1,3,25,0.3,143.0,17419.0,ssp585,2028,21.84,2.24,위험,743
대추,전남,무안군,무안,19.6,1.8,2.1,3,25,0.3,143.0,17419.0,ssp585,2038,22.52,2.92,위험,673
대추,전남,무안군,무안,19.6,1.8,2.1,3,25,0.3,143.0,17419.0,ssp585,2048,23.21,3.61,위험,599
대추,전남,무안군,무안,19.6,1.8,2.1,3,25,0.3,143.0,17419.0,ssp585,2058,23.99,4.39,위험,545
대추,전남,무안군,무안,19.6,1.8,2.1,3,25,0.3,143.0,17419.0,ssp585,2068,24.83,5.23,위험,462
대추,전남,무안군,무안,19.6,1.8,2.1,3,25,0.3,143.0,17419.0,ssp585,2078,25.64,6.04,위험,390
대추,충북,충주시,충주,19.6,1.8,2.1,3,25,25.6,438.0,14085.0,관측,2005,19.2,-0.4,적합,1479
대추,충북,충주시,충주,19.6,1.8,2.1,3,25,25.6,438.0,14085.0,ssp245,2028,20.7,1.1,경고,1282
대추,충북,충주시,충주,19.6,1.8,2.1,3,25,25.6,438.0,14085.0,ssp245,2038,21.08,1.48,경고,1235
대추,충북,충주시,충주,19.6,1.8,2.1,3,25,25.6,438.0,14085.0,ssp245,2048,21.44,1.84,주의,1190
대추,충북,충주시,충주,19.6,1.8,2.1,3,25,25.6,438.0,14085.0,ssp245,2058,21.8,2.2,위험,1148
대추,충북,충주시,충주,19.6,1.8,2.1,3,25,25.6,438.0,14085.0,ssp245,2068,22.07,2.47,위험,1115
대추,충북,충주시,충주,19.6,1.8,2.1,3,25,25.6,438.0,14085.0,ssp245,2078,22.38,2.78,위험,1068
대추,충북,충주시,충주,19.6,1.8,2.1,3,25,25.6,438.0,14085.0,ssp585,2028,20.87,1.27,경고,1278
대추,충북,충주시,충주,19.6,1.8,2.1,3,25,25.6,438.0,14085.0,ssp585,2038,21.41,1.81,주의,1196
대추,충북,충주시,충주,19.6,1.8,2.1,3,25,25.6,438.0,14085.0,ssp585,2048,22.0,2.4,위험,1109
대추,충북,충주시,충주,19.6,1.8,2.1,3,25,25.6,438.0,14085.0,ssp585,2058,22.69,3.09,위험,1025
대추,충북,충주시,충주,19.6,1.8,2.1,3,25,25.6,438.0,14085.0,ssp585,2068,23.42,3.82,위험,910
대추,충북,충주시,충주,19.6,1.8,2.1,3,25,25.6,438.0,14085.0,ssp585,2078,24.18,4.58,위험,815
대추,경남,합천군,합천,19.6,1.8,2.1,3,25,5.0,20.0,7850.0,관측,2005,19.99,0.39,경고,1229
대추,경남,합천군,합천,19.6,1.8,2.1,3,25,5.0,20.0,7850.0,ssp245,2028,21.79,2.19,위험,1050
대추,경남,합천군,합천,19.6,1.8,2.1,3,25,5.0,20.0,7850.0,ssp245,2038,22.29,2.69,위험,1004
대추,경남,합천군,합천,19.6,1.8,2.1,3,25,5.0,20.0,7850.0,ssp245,2048,22.74,3.14,위험,961
대추,경남,합천군,합천,19.6,1.8,2.1,3,25,5.0,20.0,7850.0,ssp245,2058,23.17,3.57,위험,926
대추,경남,합천군,합천,19.6,1.8,2.1,3,25,5.0,20.0,7850.0,ssp245,2068,23.49,3.89,위험,897
대추,경남,합천군,합천,19.6,1.8,2.1,3,25,5.0,20.0,7850.0,ssp245,2078,23.84,4.24,위험,851
대추,경남,합천군,합천,19.6,1.8,2.1,3,25,5.0,20.0,7850.0,ssp585,2028,22.01,2.41,위험,1054
대추,경남,합천군,합천,19.6,1.8,2.1,3,25,5.0,20.0,7850.0,ssp585,2038,22.66,3.06,위험,979
대추,경남,합천군,합천,19.6,1.8,2.1,3,25,5.0,20.0,7850.0,ssp585,2048,23.4,3.8,위험,896
대추,경남,합천군,합천,19.6,1.8,2.1,3,25,5.0,20.0,7850.0,ssp585,2058,24.21,4.61,위험,817
대추,경남,합천군,합천,19.6,1.8,2.1,3,25,5.0,20.0,7850.0,ssp585,2068,25.04,5.44,위험,704
대추,경남,합천군,합천,19.6,1.8,2.1,3,25,5.0,20.0,7850.0,ssp585,2078,25.84,6.24,위험,617
대추,경남,거창군,거창,19.6,1.8,2.1,3,25,2.0,1347.0,6889.0,관측,2005,18.73,-0.87,적합,1412
대추,경남,거창군,거창,19.6,1.8,2.1,3,25,2.0,1347.0,6889.0,ssp245,2028,20.49,0.89,경고,1210
대추,경남,거창군,거창,19.6,1.8,2.1,3,25,2.0,1347.0,6889.0,ssp245,2038,20.97,1.37,경고,1157
대추,경남,거창군,거창,19.6,1.8,2.1,3,25,2.0,1347.0,6889.0,ssp245,2048,21.41,1.81,주의,1111
대추,경남,거창군,거창,19.6,1.8,2.1,3,25,2.0,1347.0,6889.0,ssp245,2058,21.84,2.24,위험,1071
대추,경남,거창군,거창,19.6,1.8,2.1,3,25,2.0,1347.0,6889.0,ssp245,2068,22.15,2.55,위험,1040
대추,경남,거창군,거창,19.6,1.8,2.1,3,25,2.0,1347.0,6889.0,ssp245,2078,22.5,2.9,위험,991
대추,경남,거창군,거창,19.6,1.8,2.1,3,25,2.0,1347.0,6889.0,ssp585,2028,20.71,1.11,경고,1206
대추,경남,거창군,거창,19.6,1.8,2.1,3,25,2.0,1347.0,6889.0,ssp585,2038,21.36,1.76,경고,1122
대추,경남,거창군,거창,19.6,1.8,2.1,3,25,2.0,1347.0,6889.0,ssp585,2048,22.09,2.49,위험,1033
대추,경남,거창군,거창,19.6,1.8,2.1,3,25,2.0,1347.0,6889.0,ssp585,2058,22.88,3.28,위험,947
대추,경남,거창군,거창,19.6,1.8,2.1,3,25,2.0,1347.0,6889.0,ssp585,2068,23.7,4.1,위험,829
대추,경남,거창군,거창,19.6,1.8,2.1,3,25,2.0,1347.0,6889.0,ssp585,2078,24.5,4.9,위험,733
대추,전남,영광군,영광,19.6,1.8,2.1,3,25,9.2,68.0,17489.0,관측,2005,19.91,0.31,경고,1065
대추,전남,영광군,영광,19.6,1.8,2.1,3,25,9.2,68.0,17489.0,ssp245,2028,21.61,2.01,주의,900
대추,전남,영광군,영광,19.6,1.8,2.1,3,25,9.2,68.0,17489.0,ssp245,2038,22.05,2.45,위험,858
대추,전남,영광군,영광,19.6,1.8,2.1,3,25,9.2,68.0,17489.0,ssp245,2048,22.46,2.86,위험,816
대추,전남,영광군,영광,19.6,1.8,2.1,3,25,9.2,68.0,17489.0,ssp245,2058,22.84,3.24,위험,779
대추,전남,영광군,영광,19.6,1.8,2.1,3,25,9.2,68.0,17489.0,ssp245,2068,23.15,3.55,위험,750
대추,전남,영광군,영광,19.6,1.8,2.1,3,25,9.2,68.0,17489.0,ssp245,2078,23.5,3.9,위험,707
대추,전남,영광군,영광,19.6,1.8,2.1,3,25,9.2,68.0,17489.0,ssp585,2028,21.77,2.17,위험,886
대추,전남,영광군,영광,19.6,1.8,2.1,3,25,9.2,68.0,17489.0,ssp585,2038,22.39,2.79,위험,814
대추,전남,영광군,영광,19.6,1.8,2.1,3,25,9.2,68.0,17489.0,ssp585,2048,23.04,3.44,위험,734
대추,전남,영광군,영광,19.6,1.8,2.1,3,25,9.2,68.0,17489.0,ssp585,2058,23.77,4.17,위험,665
대추,전남,영광군,영광,19.6,1.8,2.1,3,25,9.2,68.0,17489.0,ssp585,2068,24.55,4.95,위험,583
대추,전남,영광군,영광,19.6,1.8,2.1,3,25,9.2,68.0,17489.0,ssp585,2078,25.32,5.72,위험,514
대추,경남,창원시,창원,19.6,1.8,2.1,3,25,11.3,256.0,10471.0,관측,2005,20.83,1.23,경고,672
대추,경남,창원시,창원,19.6,1.8,2.1,3,25,11.3,256.0,10471.0,ssp245,2028,22.76,3.16,위험,529
대추,경남,창원시,창원,19.6,1.8,2.1,3,25,11.3,256.0,10471.0,ssp245,2038,23.31,3.71,위험,495
대추,경남,창원시,창원,19.6,1.8,2.1,3,25,11.3,256.0,10471.0,ssp245,2048,23.79,4.19,위험,463
대추,경남,창원시,창원,19.6,1.8,2.1,3,25,11.3,256.0,10471.0,ssp245,2058,24.26,4.66,위험,432
대추,경남,창원시,창원,19.6,1.8,2.1,3,25,11.3,256.0,10471.0,ssp245,2068,24.62,5.02,위험,415
대추,경남,창원시,창원,19.6,1.8,2.1,3,25,11.3,256.0,10471.0,ssp245,2078,25.02,5.42,위험,382
대추,경남,창원시,창원,19.6,1.8,2.1,3,25,11.3,256.0,10471.0,ssp585,2028,22.95,3.35,위험,537
대추,경남,창원시,창원,19.6,1.8,2.1,3,25,11.3,256.0,10471.0,ssp585,2038,23.67,4.07,위험,481
대추,경남,창원시,창원,19.6,1.8,2.1,3,25,11.3,256.0,10471.0,ssp585,2048,24.47,4.87,위험,416
대추,경남,창원시,창원,19.6,1.8,2.1,3,25,11.3,256.0,10471.0,ssp585,2058,25.37,5.77,위험,356
대추,경남,창원시,창원,19.6,1.8,2.1,3,25,11.3,256.0,10471.0,ssp585,2068,26.28,6.68,위험,266
대추,경남,창원시,창원,19.6,1.8,2.1,3,25,11.3,256.0,10471.0,ssp585,2078,27.18,7.58,위험,192
대추,충남,공주시,공주,19.6,1.8,2.1,3,25,32.3,563.0,10174.0,관측,2005,19.84,0.24,경고,1344
대추,충남,공주시,공주,19.6,1.8,2.1,3,25,32.3,563.0,10174.0,ssp245,2028,21.61,2.01,주의,1155
대추,충남,공주시,공주,19.6,1.8,2.1,3,25,32.3,563.0,10174.0,ssp245,2038,22.07,2.47,위험,1106
대추,충남,공주시,공주,19.6,1.8,2.1,3,25,32.3,563.0,10174.0,ssp245,2048,22.5,2.9,위험,1063
대추,충남,공주시,공주,19.6,1.8,2.1,3,25,32.3,563.0,10174.0,ssp245,2058,22.92,3.32,위험,1024
대추,충남,공주시,공주,19.6,1.8,2.1,3,25,32.3,563.0,10174.0,ssp245,2068,23.23,3.63,위험,989
대추,충남,공주시,공주,19.6,1.8,2.1,3,25,32.3,563.0,10174.0,ssp245,2078,23.6,4.0,위험,940
대추,충남,공주시,공주,19.6,1.8,2.1,3,25,32.3,563.0,10174.0,ssp585,2028,21.79,2.19,위험,1146
대추,충남,공주시,공주,19.6,1.8,2.1,3,25,32.3,563.0,10174.0,ssp585,2038,22.44,2.84,위험,1067
대추,충남,공주시,공주,19.6,1.8,2.1,3,25,32.3,563.0,10174.0,ssp585,2048,23.15,3.55,위험,977
대추,충남,공주시,공주,19.6,1.8,2.1,3,25,32.3,563.0,10174.0,ssp585,2058,23.93,4.33,위험,895
대추,충남,공주시,공주,19.6,1.8,2.1,3,25,32.3,563.0,10174.0,ssp585,2068,24.78,5.18,위험,776
대추,충남,공주시,공주,19.6,1.8,2.1,3,25,32.3,563.0,10174.0,ssp585,2078,25.63,6.03,위험,673
대추,전남,해남군,해남,19.6,1.8,2.1,3,25,,,,관측,2005,19.81,0.21,경고,1004
대추,전남,해남군,해남,19.6,1.8,2.1,3,25,,,,ssp245,2028,21.83,2.23,위험,818
대추,전남,해남군,해남,19.6,1.8,2.1,3,25,,,,ssp245,2038,22.34,2.74,위험,770
대추,전남,해남군,해남,19.6,1.8,2.1,3,25,,,,ssp245,2048,22.82,3.22,위험,723
대추,전남,해남군,해남,19.6,1.8,2.1,3,25,,,,ssp245,2058,23.31,3.71,위험,680
대추,전남,해남군,해남,19.6,1.8,2.1,3,25,,,,ssp245,2068,23.69,4.09,위험,646
대추,전남,해남군,해남,19.6,1.8,2.1,3,25,,,,ssp245,2078,24.1,4.5,위험,596
대추,전남,해남군,해남,19.6,1.8,2.1,3,25,,,,ssp585,2028,21.96,2.36,위험,814
대추,전남,해남군,해남,19.6,1.8,2.1,3,25,,,,ssp585,2038,22.73,3.13,위험,734
대추,전남,해남군,해남,19.6,1.8,2.1,3,25,,,,ssp585,2048,23.53,3.93,위험,642
대추,전남,해남군,해남,19.6,1.8,2.1,3,25,,,,ssp585,2058,24.42,4.82,위험,561
대추,전남,해남군,해남,19.6,1.8,2.1,3,25,,,,ssp585,2068,25.36,5.76,위험,468
대추,전남,해남군,해남,19.6,1.8,2.1,3,25,,,,ssp585,2078,26.25,6.65,위험,387
대추,전북,남원시,남원,19.6,1.8,2.1,3,25,10.8,53.0,24986.0,관측,2005,19.49,-0.11,적합,1330
대추,전북,남원시,남원,19.6,1.8,2.1,3,25,10.8,53.0,24986.0,ssp245,2028,21.36,1.76,경고,1129
대추,전북,남원시,남원,19.6,1.8,2.1,3,25,10.8,53.0,24986.0,ssp245,2038,21.87,2.27,위험,1075
대추,전북,남원시,남원,19.6,1.8,2.1,3,25,10.8,53.0,24986.0,ssp245,2048,22.33,2.73,위험,1030
대추,전북,남원시,남원,19.6,1.8,2.1,3,25,10.8,53.0,24986.0,ssp245,2058,22.78,3.18,위험,989
대추,전북,남원시,남원,19.6,1.8,2.1,3,25,10.8,53.0,24986.0,ssp245,2068,23.11,3.51,위험,957
대추,전북,남원시,남원,19.6,1.8,2.1,3,25,10.8,53.0,24986.0,ssp245,2078,23.49,3.89,위험,904
대추,전북,남원시,남원,19.6,1.8,2.1,3,25,10.8,53.0,24986.0,ssp585,2028,21.57,1.97,주의,1129
대추,전북,남원시,남원,19.6,1.8,2.1,3,25,10.8,53.0,24986.0,ssp585,2038,22.26,2.66,위험,1045
대추,전북,남원시,남원,19.6,1.8,2.1,3,25,10.8,53.0,24986.0,ssp585,2048,23.02,3.42,위험,952
대추,전북,남원시,남원,19.6,1.8,2.1,3,25,10.8,53.0,24986.0,ssp585,2058,23.84,4.24,위험,865
대추,전북,남원시,남원,19.6,1.8,2.1,3,25,10.8,53.0,24986.0,ssp585,2068,24.7,5.1,위험,745
대추,전북,남원시,남원,19.6,1.8,2.1,3,25,10.8,53.0,24986.0,ssp585,2078,25.52,5.92,위험,641
대추,전남,강진군,강진,19.6,1.8,2.1,3,25,0.8,26.0,17592.0,관측,2005,20.17,0.57,경고,927
대추,전남,강진군,강진,19.6,1.8,2.1,3,25,0.8,26.0,17592.0,ssp245,2028,22.43,2.83,위험,724
대추,전남,강진군,강진,19.6,1.8,2.1,3,25,0.8,26.0,17592.0,ssp245,2038,23.0,3.4,위험,671
대추,전남,강진군,강진,19.6,1.8,2.1,3,25,0.8,26.0,17592.0,ssp245,2048,23.55,3.95,위험,626
대추,전남,강진군,강진,19.6,1.8,2.1,3,25,0.8,26.0,17592.0,ssp245,2058,24.1,4.5,위험,588
대추,전남,강진군,강진,19.6,1.8,2.1,3,25,0.8,26.0,17592.0,ssp245,2068,24.53,4.93,위험,566
대추,전남,강진군,강진,19.6,1.8,2.1,3,25,0.8,26.0,17592.0,ssp245,2078,25.0,5.4,위험,529
대추,전남,강진군,강진,19.6,1.8,2.1,3,25,0.8,26.0,17592.0,ssp585,2028,22.58,2.98,위험,730
대추,전남,강진군,강진,19.6,1.8,2.1,3,25,0.8,26.0,17592.0,ssp585,2038,23.43,3.83,위험,644
대추,전남,강진군,강진,19.6,1.8,2.1,3,25,0.8,26.0,17592.0,ssp585,2048,24.34,4.74,위험,566
대추,전남,강진군,강진,19.6,1.8,2.1,3,25,0.8,26.0,17592.0,ssp585,2058,25.34,5.74,위험,497
대추,전남,강진군,강진,19.6,1.8,2.1,3,25,0.8,26.0,17592.0,ssp585,2068,26.4,6.8,위험,396
대추,전남,강진군,강진,19.6,1.8,2.1,3,25,0.8,26.0,17592.0,ssp585,2078,27.4,7.8,위험,309
대추,전북,임실군,임실,19.6,1.8,2.1,3,25,2.7,612.0,3572.0,관측,2005,18.33,-1.27,적합,1475
대추,전북,임실군,임실,19.6,1.8,2.1,3,25,2.7,612.0,3572.0,ssp245,2028,20.21,0.61,경고,1269
대추,전북,임실군,임실,19.6,1.8,2.1,3,25,2.7,612.0,3572.0,ssp245,2038,20.72,1.12,경고,1212
대추,전북,임실군,임실,19.6,1.8,2.1,3,25,2.7,612.0,3572.0,ssp245,2048,21.18,1.58,경고,1163
대추,전북,임실군,임실,19.6,1.8,2.1,3,25,2.7,612.0,3572.0,ssp245,2058,21.63,2.03,주의,1123
대추,전북,임실군,임실,19.6,1.8,2.1,3,25,2.7,612.0,3572.0,ssp245,2068,21.95,2.35,위험,1089
대추,전북,임실군,임실,19.6,1.8,2.1,3,25,2.7,612.0,3572.0,ssp245,2078,22.33,2.73,위험,1034
대추,전북,임실군,임실,19.6,1.8,2.1,3,25,2.7,612.0,3572.0,ssp585,2028,20.42,0.82,경고,1249
