품목,시도,시군구,k2,적정온도,경고임계,위험임계,결실개시년,경제수명년,현재재배면적_ha,현재단수_kg_ha,현재단가_원kg,시나리오,중심연도,생육기기온,편차,판정,저온요구도
밤,경기,이천시,이천,19.7,1.3,2.0,5,30,2.9,2066.0,3700.0,ssp585,2068,23.48,3.78,위험,933
밤,경기,이천시,이천,19.7,1.3,2.0,5,30,2.9,2066.0,3700.0,ssp585,2078,24.24,4.54,위험,838
밤,경기,파주시,파주,19.7,1.3,2.0,5,30,1.3,17522.0,2659.0,관측,2005,18.66,-1.04,적합,1661
밤,경기,파주시,파주,19.7,1.3,2.0,5,30,1.3,17522.0,2659.0,ssp245,2028,20.1,0.4,경고,1456
밤,경기,파주시,파주,19.7,1.3,2.0,5,30,1.3,17522.0,2659.0,ssp245,2038,20.48,0.78,경고,1408
밤,경기,파주시,파주,19.7,1.3,2.0,5,30,1.3,17522.0,2659.0,ssp245,2048,20.82,1.12,경고,1361
밤,경기,파주시,파주,19.7,1.3,2.0,5,30,1.3,17522.0,2659.0,ssp245,2058,21.16,1.46,주의,1324
밤,경기,파주시,파주,19.7,1.3,2.0,5,30,1.3,17522.0,2659.0,ssp245,2068,21.42,1.72,주의,1292
밤,경기,파주시,파주,19.7,1.3,2.0,5,30,1.3,17522.0,2659.0,ssp245,2078,21.72,2.02,위험,1244
밤,경기,파주시,파주,19.7,1.3,2.0,5,30,1.3,17522.0,2659.0,ssp585,2028,20.21,0.51,경고,1455
밤,경기,파주시,파주,19.7,1.3,2.0,5,30,1.3,17522.0,2659.0,ssp585,2038,20.75,1.05,경고,1380
밤,경기,파주시,파주,19.7,1.3,2.0,5,30,1.3,17522.0,2659.0,ssp585,2048,21.33,1.63,주의,1294
밤,경기,파주시,파주,19.7,1.3,2.0,5,30,1.3,17522.0,2659.0,ssp585,2058,22.01,2.31,위험,1211
밤,경기,파주시,파주,19.7,1.3,2.0,5,30,1.3,17522.0,2659.0,ssp585,2068,22.75,3.05,위험,1094
밤,경기,파주시,파주,19.7,1.3,2.0,5,30,1.3,17522.0,2659.0,ssp585,2078,23.5,3.8,위험,997
밤,경기,군포시,군포,19.7,1.3,2.0,5,30,4.8,5.0,3457.0,관측,2005,20.51,0.81,경고,1019
밤,경기,군포시,군포,19.7,1.3,2.0,5,30,4.8,5.0,3457.0,ssp245,2028,22.29,2.59,위험,810
밤,경기,군포시,군포,19.7,1.3,2.0,5,30,4.8,5.0,3457.0,ssp245,2038,22.77,3.07,위험,757
밤,경기,군포시,군포,19.7,1.3,2.0,5,30,4.8,5.0,3457.0,ssp245,2048,23.19,3.49,위험,708
밤,경기,군포시,군포,19.7,1.3,2.0,5,30,4.8,5.0,3457.0,ssp245,2058,23.61,3.91,위험,667
밤,경기,군포시,군포,19.7,1.3,2.0,5,30,4.8,5.0,3457.0,ssp245,2068,23.91,4.21,위험,647
밤,경기,군포시,군포,19.7,1.3,2.0,5,30,4.8,5.0,3457.0,ssp245,2078,24.29,4.59,위험,609
밤,경기,군포시,군포,19.7,1.3,2.0,5,30,4.8,5.0,3457.0,ssp585,2028,22.46,2.76,위험,804
밤,경기,군포시,군포,19.7,1.3,2.0,5,30,4.8,5.0,3457.0,ssp585,2038,23.13,3.43,위험,716
밤,경기,군포시,군포,19.7,1.3,2.0,5,30,4.8,5.0,3457.0,ssp585,2048,23.84,4.14,위험,636
밤,경기,군포시,군포,19.7,1.3,2.0,5,30,4.8,5.0,3457.0,ssp585,2058,24.65,4.95,위험,572
밤,경기,군포시,군포,19.7,1.3,2.0,5,30,4.8,5.0,3457.0,ssp585,2068,25.51,5.81,위험,469
밤,경기,군포시,군포,19.7,1.3,2.0,5,30,4.8,5.0,3457.0,ssp585,2078,26.37,6.67,위험,388
밤,경기,과천시,과천,19.7,1.3,2.0,5,30,,,3404.0,관측,2005,19.8,0.1,경고,1299
밤,경기,과천시,과천,19.7,1.3,2.0,5,30,,,3404.0,ssp245,2028,21.56,1.86,주의,1084
밤,경기,과천시,과천,19.7,1.3,2.0,5,30,,,3404.0,ssp245,2038,22.02,2.32,위험,1032
밤,경기,과천시,과천,19.7,1.3,2.0,5,30,,,3404.0,ssp245,2048,22.45,2.75,위험,985
밤,경기,과천시,과천,19.7,1.3,2.0,5,30,,,3404.0,ssp245,2058,22.86,3.16,위험,944
밤,경기,과천시,과천,19.7,1.3,2.0,5,30,,,3404.0,ssp245,2068,23.16,3.46,위험,910
밤,경기,과천시,과천,19.7,1.3,2.0,5,30,,,3404.0,ssp245,2078,23.53,3.83,위험,858
밤,경기,과천시,과천,19.7,1.3,2.0,5,30,,,3404.0,ssp585,2028,21.74,2.04,위험,1075
밤,경기,과천시,과천,19.7,1.3,2.0,5,30,,,3404.0,ssp585,2038,22.4,2.7,위험,990
밤,경기,과천시,과천,19.7,1.3,2.0,5,30,,,3404.0,ssp585,2048,23.1,3.4,위험,895
밤,경기,과천시,과천,19.7,1.3,2.0,5,30,,,3404.0,ssp585,2058,23.91,4.21,위험,807
밤,경기,과천시,과천,19.7,1.3,2.0,5,30,,,3404.0,ssp585,2068,24.76,5.06,위험,682
밤,경기,과천시,과천,19.7,1.3,2.0,5,30,,,3404.0,ssp585,2078,25.62,5.92,위험,589
밤,강원,인제군,인제,19.7,1.3,2.0,5,30,8.6,14102.0,2777.0,관측,2005,17.71,-1.99,적합,1644
밤,강원,인제군,인제,19.7,1.3,2.0,5,30,8.6,14102.0,2777.0,ssp245,2028,19.66,-0.04,적합,1396
밤,강원,인제군,인제,19.7,1.3,2.0,5,30,8.6,14102.0,2777.0,ssp245,2038,20.16,0.46,경고,1341
밤,강원,인제군,인제,19.7,1.3,2.0,5,30,8.6,14102.0,2777.0,ssp245,2048,20.61,0.91,경고,1281
밤,강원,인제군,인제,19.7,1.3,2.0,5,30,8.6,14102.0,2777.0,ssp245,2058,21.05,1.35,주의,1234
밤,강원,인제군,인제,19.7,1.3,2.0,5,30,8.6,14102.0,2777.0,ssp245,2068,21.35,1.65,주의,1193
밤,강원,인제군,인제,19.7,1.3,2.0,5,30,8.6,14102.0,2777.0,ssp245,2078,21.73,2.03,위험,1132
밤,강원,인제군,인제,19.7,1.3,2.0,5,30,8.6,14102.0,2777.0,ssp585,2028,19.78,0.08,경고,1410
밤,강원,인제군,인제,19.7,1.3,2.0,5,30,8.6,14102.0,2777.0,ssp585,2038,20.45,0.75,경고,1315
밤,강원,인제군,인제,19.7,1.3,2.0,5,30,8.6,14102.0,2777.0,ssp585,2048,21.22,1.52,주의,1206
밤,강원,인제군,인제,19.7,1.3,2.0,5,30,8.6,14102.0,2777.0,ssp585,2058,22.07,2.37,위험,1101
밤,강원,인제군,인제,19.7,1.3,2.0,5,30,8.6,14102.0,2777.0,ssp585,2068,22.99,3.29,위험,954
밤,강원,인제군,인제,19.7,1.3,2.0,5,30,8.6,14102.0,2777.0,ssp585,2078,23.91,4.21,위험,833
밤,경기,여주시,여주,19.7,1.3,2.0,5,30,1.0,56086.0,2685.0,관측,2005,19.23,-0.47,적합,1503
밤,경기,여주시,여주,19.7,1.3,2.0,5,30,1.0,56086.0,2685.0,ssp245,2028,20.75,1.05,경고,1305
밤,경기,여주시,여주,19.7,1.3,2.0,5,30,1.0,56086.0,2685.0,ssp245,2038,21.15,1.45,주의,1258
밤,경기,여주시,여주,19.7,1.3,2.0,5,30,1.0,56086.0,2685.0,ssp245,2048,21.51,1.81,주의,1215
밤,경기,여주시,여주,19.7,1.3,2.0,5,30,1.0,56086.0,2685.0,ssp245,2058,21.87,2.17,위험,1174
밤,경기,여주시,여주,19.7,1.3,2.0,5,30,1.0,56086.0,2685.0,ssp245,2068,22.13,2.43,위험,1142
밤,경기,여주시,여주,19.7,1.3,2.0,5,30,1.0,56086.0,2685.0,ssp245,2078,22.44,2.74,위험,1096
밤,경기,여주시,여주,19.7,1.3,2.0,5,30,1.0,56086.0,2685.0,ssp585,2028,20.91,1.21,경고,1306
밤,경기,여주시,여주,19.7,1.3,2.0,5,30,1.0,56086.0,2685.0,ssp585,2038,21.47,1.77,주의,1226
밤,경기,여주시,여주,19.7,1.3,2.0,5,30,1.0,56086.0,2685.0,ssp585,2048,22.06,2.36,위험,1139
밤,경기,여주시,여주,19.7,1.3,2.0,5,30,1.0,56086.0,2685.0,ssp585,2058,22.76,3.06,위험,1055
밤,경기,여주시,여주,19.7,1.3,2.0,5,30,1.0,56086.0,2685.0,ssp585,2068,23.5,3.8,위험,941
밤,경기,여주시,여주,19.7,1.3,2.0,5,30,1.0,56086.0,2685.0,ssp585,2078,24.26,4.56,위험,846
밤,강원,원주시,원주,19.7,1.3,2.0,5,30,69.7,862.0,4168.0,관측,2005,19.49,-0.21,적합,1419
밤,강원,원주시,원주,19.7,1.3,2.0,5,30,69.7,862.0,4168.0,ssp245,2028,21.02,1.32,주의,1201
밤,강원,원주시,원주,19.7,1.3,2.0,5,30,69.7,862.0,4168.0,ssp245,2038,21.41,1.71,주의,1149
밤,강원,원주시,원주,19.7,1.3,2.0,5,30,69.7,862.0,4168.0,ssp245,2048,21.78,2.08,위험,1102
밤,강원,원주시,원주,19.7,1.3,2.0,5,30,69.7,862.0,4168.0,ssp245,2058,22.15,2.45,위험,1056
밤,강원,원주시,원주,19.7,1.3,2.0,5,30,69.7,862.0,4168.0,ssp245,2068,22.42,2.72,위험,1021
밤,강원,원주시,원주,19.7,1.3,2.0,5,30,69.7,862.0,4168.0,ssp245,2078,22.73,3.03,위험,970
밤,강원,원주시,원주,19.7,1.3,2.0,5,30,69.7,862.0,4168.0,ssp585,2028,21.19,1.49,주의,1200
밤,강원,원주시,원주,19.7,1.3,2.0,5,30,69.7,862.0,4168.0,ssp585,2038,21.75,2.05,위험,1112
밤,강원,원주시,원주,19.7,1.3,2.0,5,30,69.7,862.0,4168.0,ssp585,2048,22.35,2.65,위험,1017
밤,강원,원주시,원주,19.7,1.3,2.0,5,30,69.7,862.0,4168.0,ssp585,2058,23.06,3.36,위험,925
밤,강원,원주시,원주,19.7,1.3,2.0,5,30,69.7,862.0,4168.0,ssp585,2068,23.81,4.11,위험,801
밤,강원,원주시,원주,19.7,1.3,2.0,5,30,69.7,862.0,4168.0,ssp585,2078,24.58,4.88,위험,700
밤,경기,포천시,포천,19.7,1.3,2.0,5,30,5.9,3469.0,4147.0,관측,2005,19.2,-0.5,적합,1633
밤,경기,포천시,포천,19.7,1.3,2.0,5,30,5.9,3469.0,4147.0,ssp245,2028,20.74,1.04,경고,1400
밤,경기,포천시,포천,19.7,1.3,2.0,5,30,5.9,3469.0,4147.0,ssp245,2038,21.13,1.43,주의,1350
밤,경기,포천시,포천,19.7,1.3,2.0,5,30,5.9,3469.0,4147.0,ssp245,2048,21.49,1.79,주의,1300
밤,경기,포천시,포천,19.7,1.3,2.0,5,30,5.9,3469.0,4147.0,ssp245,2058,21.85,2.15,위험,1258
밤,경기,포천시,포천,19.7,1.3,2.0,5,30,5.9,3469.0,4147.0,ssp245,2068,22.11,2.41,위험,1223
밤,경기,포천시,포천,19.7,1.3,2.0,5,30,5.9,3469.0,4147.0,ssp245,2078,22.42,2.72,위험,1169
밤,경기,포천시,포천,19.7,1.3,2.0,5,30,5.9,3469.0,4147.0,ssp585,2028,20.88,1.18,경고,1394
밤,경기,포천시,포천,19.7,1.3,2.0,5,30,5.9,3469.0,4147.0,ssp585,2038,21.44,1.74,주의,1311
밤,경기,포천시,포천,19.7,1.3,2.0,5,30,5.9,3469.0,4147.0,ssp585,2048,22.05,2.35,위험,1218
밤,경기,포천시,포천,19.7,1.3,2.0,5,30,5.9,3469.0,4147.0,ssp585,2058,22.75,3.05,위험,1126
밤,경기,포천시,포천,19.7,1.3,2.0,5,30,5.9,3469.0,4147.0,ssp585,2068,23.52,3.82,위험,999
밤,경기,포천시,포천,19.7,1.3,2.0,5,30,5.9,3469.0,4147.0,ssp585,2078,24.29,4.59,위험,901
밤,강원,홍천군,홍천,19.7,1.3,2.0,5,30,0.0,17069.0,2999.0,관측,2005,18.59,-1.11,적합,1662
밤,강원,홍천군,홍천,19.7,1.3,2.0,5,30,0.0,17069.0,2999.0,ssp245,2028,20.29,0.59,경고,1421
밤,강원,홍천군,홍천,19.7,1.3,2.0,5,30,0.0,17069.0,2999.0,ssp245,2038,20.73,1.03,경고,1364
밤,강원,홍천군,홍천,19.7,1.3,2.0,5,30,0.0,17069.0,2999.0,ssp245,2048,21.13,1.43,주의,1306
밤,강원,홍천군,홍천,19.7,1.3,2.0,5,30,0.0,17069.0,2999.0,ssp245,2058,21.53,1.83,주의,1260
밤,강원,홍천군,홍천,19.7,1.3,2.0,5,30,0.0,17069.0,2999.0,ssp245,2068,21.8,2.1,위험,1223
밤,강원,홍천군,홍천,19.7,1.3,2.0,5,30,0.0,17069.0,2999.0,ssp245,2078,22.14,2.44,위험,1163
밤,강원,홍천군,홍천,19.7,1.3,2.0,5,30,0.0,17069.0,2999.0,ssp585,2028,20.44,0.74,경고,1426
밤,강원,홍천군,홍천,19.7,1.3,2.0,5,30,0.0,17069.0,2999.0,ssp585,2038,21.05,1.35,주의,1332
밤,강원,홍천군,홍천,19.7,1.3,2.0,5,30,0.0,17069.0,2999.0,ssp585,2048,21.71,2.01,위험,1228
밤,강원,홍천군,홍천,19.7,1.3,2.0,5,30,0.0,17069.0,2999.0,ssp585,2058,22.47,2.77,위험,1126
밤,강원,홍천군,홍천,19.7,1.3,2.0,5,30,0.0,17069.0,2999.0,ssp585,2068,23.28,3.58,위험,987
밤,강원,홍천군,홍천,19.7,1.3,2.0,5,30,0.0,17069.0,2999.0,ssp585,2078,24.1,4.4,위험,876
밤,강원,영월군,영월,19.7,1.3,2.0,5,30,3.0,395.0,3942.0,관측,2005,18.54,-1.16,적합,1563
밤,강원,영월군,영월,19.7,1.3,2.0,5,30,3.0,395.0,3942.0,ssp245,2028,20.24,0.54,경고,1331
밤,강원,영월군,영월,19.7,1.3,2.0,5,30,3.0,395.0,3942.0,ssp245,2038,20.66,0.96,경고,1280
밤,강원,영월군,영월,19.7,1.3,2.0,5,30,3.0,395.0,3942.0,ssp245,2048,21.06,1.36,주의,1229
밤,강원,영월군,영월,19.7,1.3,2.0,5,30,3.0,395.0,3942.0,ssp245,2058,21.46,1.76,주의,1179
밤,강원,영월군,영월,19.7,1.3,2.0,5,30,3.0,395.0,3942.0,ssp245,2068,21.75,2.05,위험,1141
밤,강원,영월군,영월,19.7,1.3,2.0,5,30,3.0,395.0,3942.0,ssp245,2078,22.09,2.39,위험,1087
밤,강원,영월군,영월,19.7,1.3,2.0,5,30,3.0,395.0,3942.0,ssp585,2028,20.37,0.67,경고,1344
밤,강원,영월군,영월,19.7,1.3,2.0,5,30,3.0,395.0,3942.0,ssp585,2038,20.97,1.27,경고,1250
밤,강원,영월군,영월,19.7,1.3,2.0,5,30,3.0,395.0,3942.0,ssp585,2048,21.63,1.93,주의,1151
밤,강원,영월군,영월,19.7,1.3,2.0,5,30,3.0,395.0,3942.0,ssp585,2058,22.38,2.68,위험,1053
밤,강원,영월군,영월,19.7,1.3,2.0,5,30,3.0,395.0,3942.0,ssp585,2068,23.19,3.49,위험,921
밤,강원,영월군,영월,19.7,1.3,2.0,5,30,3.0,395.0,3942.0,ssp585,2078,24.0,4.3,위험,814
밤,강원,춘천시,춘천,19.7,1.3,2.0,5,30,20.9,1660.0,3216.0,관측,2005,19.13,-0.57,적합,1536
밤,강원,춘천시,춘천,19.7,1.3,2.0,5,30,20.9,1660.0,3216.0,ssp245,2028,20.77,1.07,경고,1304
밤,강원,춘천시,춘천,19.7,1.3,2.0,5,30,20.9,1660.0,3216.0,ssp245,2038,21.18,1.48,주의,1251
밤,강원,춘천시,춘천,19.7,1.3,2.0,5,30,20.9,1660.0,3216.0,ssp245,2048,21.57,1.87,주의,1197
밤,강원,춘천시,춘천,19.7,1.3,2.0,5,30,20.9,1660.0,3216.0,ssp245,2058,21.95,2.25,위험,1154
밤,강원,춘천시,춘천,19.7,1.3,2.0,5,30,20.9,1660.0,3216.0,ssp245,2068,22.21,2.51,위험,1118
밤,강원,춘천시,춘천,19.7,1.3,2.0,5,30,20.9,1660.0,3216.0,ssp245,2078,22.54,2.84,위험,1064
밤,강원,춘천시,춘천,19.7,1.3,2.0,5,30,20.9,1660.0,3216.0,ssp585,2028,20.9,1.2,경고,1305
밤,강원,춘천시,춘천,19.7,1.3,2.0,5,30,20.9,1660.0,3216.0,ssp585,2038,21.49,1.79,주의,1217
밤,강원,춘천시,춘천,19.7,1.3,2.0,5,30,20.9,1660.0,3216.0,ssp585,2048,22.13,2.43,위험,1119
밤,강원,춘천시,춘천,19.7,1.3,2.0,5,30,20.9,1660.0,3216.0,ssp585,2058,22.86,3.16,위험,1024
밤,강원,춘천시,춘천,19.7,1.3,2.0,5,30,20.9,1660.0,3216.0,ssp585,2068,23.65,3.95,위험,893
밤,강원,춘천시,춘천,19.7,1.3,2.0,5,30,20.9,1660.0,3216.0,ssp585,2078,24.44,4.74,위험,789
밤,경기,양주시,양주,19.7,1.3,2.0,5,30,1.3,315.0,3999.0,관측,2005,19.07,-0.63,적합,1678
밤,경기,양주시,양주,19.7,1.3,2.0,5,30,1.3,315.0,3999.0,ssp245,2028,20.59,0.89,경고,1456
밤,경기,양주시,양주,19.7,1.3,2.0,5,30,1.3,315.0,3999.0,ssp245,2038,20.99,1.29,경고,1406
밤,경기,양주시,양주,19.7,1.3,2.0,5,30,1.3,315.0,3999.0,ssp245,2048,21.36,1.66,주의,1356
밤,경기,양주시,양주,19.7,1.3,2.0,5,30,1.3,315.0,3999.0,ssp245,2058,21.72,2.02,위험,1317
밤,경기,양주시,양주,19.7,1.3,2.0,5,30,1.3,315.0,3999.0,ssp245,2068,21.98,2.28,위험,1284
밤,경기,양주시,양주,19.7,1.3,2.0,5,30,1.3,315.0,3999.0,ssp245,2078,22.31,2.61,위험,1232
밤,경기,양주시,양주,19.7,1.3,2.0,5,30,1.3,315.0,3999.0,ssp585,2028,20.76,1.06,경고,1441
밤,경기,양주시,양주,19.7,1.3,2.0,5,30,1.3,315.0,3999.0,ssp585,2038,21.33,1.63,주의,1362
밤,경기,양주시,양주,19.7,1.3,2.0,5,30,1.3,315.0,3999.0,ssp585,2048,21.94,2.24,위험,1271
밤,경기,양주시,양주,19.7,1.3,2.0,5,30,1.3,315.0,3999.0,ssp585,2058,22.65,2.95,위험,1183
밤,경기,양주시,양주,19.7,1.3,2.0,5,30,1.3,315.0,3999.0,ssp585,2068,23.43,3.73,위험,1063
밤,경기,양주시,양주,19.7,1.3,2.0,5,30,1.3,315.0,3999.0,ssp585,2078,24.21,4.51,위험,967
밤,강원,화천군,화천,19.7,1.3,2.0,5,30,1.7,79.0,3721.0,관측,2005,18.24,-1.46,적합,1726
밤,강원,화천군,화천,19.7,1.3,2.0,5,30,1.7,79.0,3721.0,ssp245,2028,19.97,0.27,경고,1466
밤,강원,화천군,화천,19.7,1.3,2.0,5,30,1.7,79.0,3721.0,ssp245,2038,20.41,0.71,경고,1409
밤,강원,화천군,화천,19.7,1.3,2.0,5,30,1.7,79.0,3721.0,ssp245,2048,20.81,1.11,경고,1350
밤,강원,화천군,화천,19.7,1.3,2.0,5,30,1.7,79.0,3721.0,ssp245,2058,21.21,1.51,주의,1303
밤,강원,화천군,화천,19.7,1.3,2.0,5,30,1.7,79.0,3721.0,ssp245,2068,21.47,1.77,주의,1263
밤,강원,화천군,화천,19.7,1.3,2.0,5,30,1.7,79.0,3721.0,ssp245,2078,21.82,2.12,위험,1202
밤,강원,화천군,화천,19.7,1.3,2.0,5,30,1.7,79.0,3721.0,ssp585,2028,20.08,0.38,경고,1472
밤,강원,화천군,화천,19.7,1.3,2.0,5,30,1.7,79.0,3721.0,ssp585,2038,20.69,0.99,경고,1375
밤,강원,화천군,화천,19.7,1.3,2.0,5,30,1.7,79.0,3721.0,ssp585,2048,21.38,1.68,주의,1266
밤,강원,화천군,화천,19.7,1.3,2.0,5,30,1.7,79.0,3721.0,ssp585,2058,22.15,2.45,위험,1161
밤,강원,화천군,화천,19.7,1.3,2.0,5,30,1.7,79.0,3721.0,ssp585,2068,22.98,3.28,위험,1018
밤,강원,화천군,화천,19.7,1.3,2.0,5,30,1.7,79.0,3721.0,ssp585,2078,23.83,4.13,위험,905
밤,경기,동두천시,동두천,19.7,1.3,2.0,5,30,1.5,518.0,3405.0,관측,2005,19.03,-0.67,적합,1519
밤,경기,동두천시,동두천,19.7,1.3,2.0,5,30,1.5,518.0,3405.0,ssp245,2028,20.55,0.85,경고,1290
밤,경기,동두천시,동두천,19.7,1.3,2.0,5,30,1.5,518.0,3405.0,ssp245,2038,20.94,1.24,경고,1240
밤,경기,동두천시,동두천,19.7,1.3,2.0,5,30,1.5,518.0,3405.0,ssp245,2048,21.3,1.6,주의,1191
밤,경기,동두천시,동두천,19.7,1.3,2.0,5,30,1.5,518.0,3405.0,ssp245,2058,21.66,1.96,주의,1149
밤,경기,동두천시,동두천,19.7,1.3,2.0,5,30,1.5,518.0,3405.0,ssp245,2068,21.92,2.22,위험,1116
밤,경기,동두천시,동두천,19.7,1.3,2.0,5,30,1.5,518.0,3405.0,ssp245,2078,22.23,2.53,위험,1063
밤,경기,동두천시,동두천,19.7,1.3,2.0,5,30,1.5,518.0,3405.0,ssp585,2028,20.7,1.0,경고,1281
밤,경기,동두천시,동두천,19.7,1.3,2.0,5,30,1.5,518.0,3405.0,ssp585,2038,21.27,1.57,주의,1200
밤,경기,동두천시,동두천,19.7,1.3,2.0,5,30,1.5,518.0,3405.0,ssp585,2048,21.87,2.17,위험,1109
밤,경기,동두천시,동두천,19.7,1.3,2.0,5,30,1.5,518.0,3405.0,ssp585,2058,22.56,2.86,위험,1017
밤,경기,동두천시,동두천,19.7,1.3,2.0,5,30,1.5,518.0,3405.0,ssp585,2068,23.33,3.63,위험,893
밤,경기,동두천시,동두천,19.7,1.3,2.0,5,30,1.5,518.0,3405.0,ssp585,2078,24.1,4.4,위험,796
밤,강원,정선군,정선,19.7,1.3,2.0,5,30,,,,관측,2005,18.06,-1.64,적합,1533
밤,강원,정선군,정선,19.7,1.3,2.0,5,30,,,,ssp245,2028,19.97,0.27,경고,1290
밤,강원,정선군,정선,19.7,1.3,2.0,5,30,,,,ssp245,2038,20.43,0.73,경고,1236
밤,강원,정선군,정선,19.7,1.3,2.0,5,30,,,,ssp245,2048,20.88,1.18,경고,1183
밤,강원,정선군,정선,19.7,1.3,2.0,5,30,,,,ssp245,2058,21.32,1.62,주의,1133
밤,강원,정선군,정선,19.7,1.3,2.0,5,30,,,,ssp245,2068,21.63,1.93,주의,1096
밤,강원,정선군,정선,19.7,1.3,2.0,5,30,,,,ssp245,2078,22.02,2.32,위험,1040
밤,강원,정선군,정선,19.7,1.3,2.0,5,30,,,,ssp585,2028,20.08,0.38,경고,1311
밤,강원,정선군,정선,19.7,1.3,2.0,5,30,,,,ssp585,2038,20.76,1.06,경고,1213
밤,강원,정선군,정선,19.7,1.3,2.0,5,30,,,,ssp585,2048,21.5,1.8,주의,1110
밤,강원,정선군,정선,19.7,1.3,2.0,5,30,,,,ssp585,2058,22.34,2.64,위험,1006
밤,강원,정선군,정선,19.7,1.3,2.0,5,30,,,,ssp585,2068,23.24,3.54,위험,866
밤,강원,정선군,정선,19.7,1.3,2.0,5,30,,,,ssp585,2078,24.13,4.43,위험,750
밤,강원,평창군,평창,19.7,1.3,2.0,5,30,1.0,3257.0,3726.0,관측,2005,17.59,-2.11,적합,1696
밤,강원,평창군,평창,19.7,1.3,2.0,5,30,1.0,3257.0,3726.0,ssp245,2028,19.39,-0.31,적합,1451
밤,강원,평창군,평창,19.7,1.3,2.0,5,30,1.0,3257.0,3726.0,ssp245,2038,19.84,0.14,경고,1393
밤,강원,평창군,평창,19.7,1.3,2.0,5,30,1.0,3257.0,3726.0,ssp245,2048,20.28,0.58,경고,1336
밤,강원,평창군,평창,19.7,1.3,2.0,5,30,1.0,3257.0,3726.0,ssp245,2058,20.7,1.0,경고,1287
밤,강원,평창군,평창,19.7,1.3,2.0,5,30,1.0,3257.0,3726.0,ssp245,2068,20.99,1.29,경고,1248
밤,강원,평창군,평창,19.7,1.3,2.0,5,30,1.0,3257.0,3726.0,ssp245,2078,21.36,1.66,주의,1188
밤,강원,평창군,평창,19.7,1.3,2.0,5,30,1.0,3257.0,3726.0,ssp585,2028,19.49,-0.21,적합,1478
밤,강원,평창군,평창,19.7,1.3,2.0,5,30,1.0,3257.0,3726.0,ssp585,2038,20.14,0.44,경고,1380
밤,강원,평창군,평창,19.7,1.3,2.0,5,30,1.0,3257.0,3726.0,ssp585,2048,20.83,1.13,경고,1276
밤,강원,평창군,평창,19.7,1.3,2.0,5,30,1.0,3257.0,3726.0,ssp585,2058,21.63,1.93,주의,1170
밤,강원,평창군,평창,19.7,1.3,2.0,5,30,1.0,3257.0,3726.0,ssp585,2068,22.5,2.8,위험,1027
밤,강원,평창군,평창,19.7,1.3,2.0,5,30,1.0,3257.0,3726.0,ssp585,2078,23.36,3.66,위험,911
밤,강원,태백시,태백,19.7,1.3,2.0,5,30,,,,관측,2005,15.84,-3.86,적합,1631
밤,강원,태백시,태백,19.7,1.3,2.0,5,30,,,,ssp245,2028,18.09,-1.61,적합,1350
밤,강원,태백시,태백,19.7,1.3,2.0,5,30,,,,ssp245,2038,18.67,-1.03,적합,1290
밤,강원,태백시,태백,19.7,1.3,2.0,5,30,,,,ssp245,2048,19.16,-0.54,적합,1232
밤,강원,태백시,태백,19.7,1.3,2.0,5,30,,,,ssp245,2058,19.72,0.02,경고,1171
밤,강원,태백시,태백,19.7,1.3,2.0,5,30,,,,ssp245,2068,20.09,0.39,경고,1130
밤,강원,태백시,태백,19.7,1.3,2.0,5,30,,,,ssp245,2078,20.56,0.86,경고,1067
밤,강원,태백시,태백,19.7,1.3,2.0,5,30,,,,ssp585,2028,18.23,-1.47,적합,1374
밤,강원,태백시,태백,19.7,1.3,2.0,5,30,,,,ssp585,2038,19.05,-0.65,적합,1261
밤,강원,태백시,태백,19.7,1.3,2.0,5,30,,,,ssp585,2048,19.94,0.24,경고,1141
밤,강원,태백시,태백,19.7,1.3,2.0,5,30,,,,ssp585,2058,20.94,1.24,경고,1020
밤,강원,태백시,태백,19.7,1.3,2.0,5,30,,,,ssp585,2068,21.99,2.29,위험,857
밤,강원,태백시,태백,19.7,1.3,2.0,5,30,,,,ssp585,2078,23.02,3.32,위험,722
밤,경기,구리시,구리,19.7,1.3,2.0,5,30,2.7,842.0,2500.0,관측,2005,20.19,0.49,경고,1278
밤,경기,구리시,구리,19.7,1.3,2.0,5,30,2.7,842.0,2500.0,ssp245,2028,21.65,1.95,주의,1076
밤,경기,구리시,구리,19.7,1.3,2.0,5,30,2.7,842.0,2500.0,ssp245,2038,22.04,2.34,위험,1031
밤,경기,구리시,구리,19.7,1.3,2.0,5,30,2.7,842.0,2500.0,ssp245,2048,22.4,2.7,위험,985
밤,경기,구리시,구리,19.7,1.3,2.0,5,30,2.7,842.0,2500.0,ssp245,2058,22.75,3.05,위험,948
밤,경기,구리시,구리,19.7,1.3,2.0,5,30,2.7,842.0,2500.0,ssp245,2068,23.02,3.32,위험,918
밤,경기,구리시,구리,19.7,1.3,2.0,5,30,2.7,842.0,2500.0,ssp245,2078,23.33,3.63,위험,868
밤,경기,구리시,구리,19.7,1.3,2.0,5,30,2.7,842.0,2500.0,ssp585,2028,21.82,2.12,위험,1065
밤,경기,구리시,구리,19.7,1.3,2.0,5,30,2.7,842.0,2500.0,ssp585,2038,22.38,2.68,위험,989
밤,경기,구리시,구리,19.7,1.3,2.0,5,30,2.7,842.0,2500.0,ssp585,2048,22.97,3.27,위험,903
